Date,Customer_ID,Gender,Age,Region,Acquisition_Channel,Lead_Source,Device_Type,Product_Plan,Subscription_Type,Monthly_Revenue,Discount_Amount,Net_Revenue,Marketing_Cost,Sales_Cost,Support_Cost,Payment_Mode,Is_Renewed,Is_Churned,Customer_Lifetime_Months,Customer_Satisfaction_Score,Employees_Count
7/29/2023,CUST105918,Male,53,Canada,Paid Ads,Sales Team,Mobile,Basic,Quarterly,4939.28,2474.97,2464.31,1209.74,3339.08,1068.3,Credit Card,1,0,26,3.9,240
7/29/2023,CUST102923,Male,53,Canada,Email,Partner,Web,Standard,Yearly,2571.08,618.23,1952.85,743.7,2566.16,1789.14,Net Banking,1,0,48,3.4,151
7/30/2023,CUST102074,Female,52,UAE,Paid Ads,App,Web,Premium,Monthly,14098.75,2623.31,11475.44,3954.79,3949.92,1724.51,UPI,1,0,14,4.7,50
7/30/2023,CUST102293,Female,49,USA,Referral,Sales Team,Web,Standard,Quarterly,18680.86,2207.3,16473.56,1153.74,3039.12,1752.74,Credit Card,1,0,5,3.7,70
7/30/2023,CUST106098,Male,21,Canada,Social Media,App,Web,Premium,Monthly,11710.66,2677.6,9033.06,5539.45,1685.22,77.29,Credit Card,1,0,30,2.9,297
7/30/2023,CUST104452,Female,53,UK,Organic,Sales Team,Tablet,Basic,Quarterly,8435.96,1965.24,6470.72,1564.71,2519.85,1538.29,UPI,1,0,31,4.5,85
7/30/2023,CUST108767,Female,22,UK,Paid Ads,Sales Team,Mobile,Standard,Monthly,13377.33,1127.55,12249.78,2812.81,350.61,94.24,Credit Card,1,0,42,3.6,256
7/30/2023,CUST105659,Female,29,UK,Email,Website,Mobile,Premium,Monthly,2351.76,203.91,2147.85,4335.54,2510.92,1974.2,Credit Card,1,0,5,3.6,256
7/30/2023,CUST107638,Female,39,USA,Referral,Partner,Web,Standard,Monthly,12643.14,661.97,11981.17,2534.46,994.9,1527.66,Debit Card,0,0,19,2.9,211
7/30/2023,CUST106215,Female,28,UK,Referral,Sales Team,Tablet,Premium,Monthly,10028.27,493.21,9535.06,4169.86,1542.61,814.43,Net Banking,1,1,57,4.4,198
7/30/2023,CUST105094,Female,30,UK,Email,App,Tablet,Standard,Monthly,8198.88,1470.98,6727.9,4703.24,233.4,1031.03,Net Banking,0,0,9,3.1,299
7/30/2023,CUST104461,Male,36,UAE,Email,Website,Web,Basic,Monthly,2971.25,730.47,2240.78,4198.98,611.53,573.25,Net Banking,1,0,11,4.1,74
7/30/2023,CUST103642,Male,37,UAE,Organic,Partner,Web,Premium,Monthly,8846.69,2922.92,5923.77,1331.88,641.58,397.45,Net Banking,1,0,32,3.4,123
7/31/2023,CUST108485,Female,45,USA,Organic,Sales Team,Mobile,Premium,Quarterly,11525.6,1262.96,10262.64,5494.71,3049.28,1621.91,Wallet,1,0,53,4.8,150
7/31/2023,CUST103065,Female,31,UK,Referral,Partner,Web,Standard,Monthly,10735.76,2157.6,8578.16,4952.58,496.8,803.56,Credit Card,0,0,31,4.5,109
7/31/2023,CUST105337,Female,48,USA,Paid Ads,Partner,Tablet,Standard,Quarterly,14785.97,32.5,14753.47,1458.08,3659.91,182.67,Debit Card,1,0,54,4,61
7/31/2023,CUST104440,Male,57,UAE,Paid Ads,Website,Tablet,Standard,Monthly,19121.48,2394.46,16727.02,3409.6,2420.45,1547.75,Wallet,1,0,6,4.1,104
7/31/2023,CUST109126,Male,49,India,Social Media,App,Web,Basic,Monthly,11183.55,2970.94,8212.61,2466.73,490.65,339.55,Debit Card,0,0,57,4.2,249
7/31/2023,CUST106392,Male,19,USA,Organic,App,Tablet,Standard,Quarterly,18533.81,2931.96,15601.85,5154.12,3178.3,1452.99,Wallet,1,0,11,4.5,117
7/31/2023,CUST103273,Female,54,Canada,Email,App,Web,Basic,Monthly,811.43,1233.49,-422.06,2285.03,1399.91,1597.06,Credit Card,1,1,32,4.3,283
7/31/2023,CUST103714,Female,39,UK,Paid Ads,App,Tablet,Standard,Monthly,12399.44,2998.19,9401.25,4194.38,1162.29,1133.21,Debit Card,1,0,28,4.3,199
8/1/2023,CUST107901,Male,46,UAE,Paid Ads,Website,Tablet,Standard,Yearly,9018.39,1077.91,7940.48,3548.88,3905.57,1849.33,Debit Card,0,0,6,4.8,249
8/1/2023,CUST101859,Female,49,UAE,Social Media,Website,Web,Basic,Quarterly,17781.71,2211.34,15570.37,4857.46,232.27,1397.93,Wallet,0,1,51,4.9,252
8/1/2023,CUST103081,Female,57,India,Referral,Website,Mobile,Basic,Monthly,11144.05,2157.31,8986.74,2295.25,1081.23,933.85,Credit Card,1,0,54,4.4,170
8/1/2023,CUST102215,Female,53,Canada,Email,Sales Team,Web,Standard,Yearly,5741.52,2491.87,3249.65,4289.75,741.25,1127.93,UPI,1,0,16,2.5,77
8/1/2023,CUST106646,Male,52,UK,Organic,Website,Web,Premium,Yearly,11308.12,743.45,10564.67,3794.91,1786.81,1601.8,Wallet,0,0,14,2.5,253
8/1/2023,CUST101996,Male,51,Canada,Social Media,App,Web,Standard,Quarterly,6367.81,2407.69,3960.12,2750.98,946.34,280.31,Credit Card,1,0,32,4.5,184
8/1/2023,CUST108125,Male,24,USA,Referral,Partner,Web,Basic,Monthly,19905.62,126.66,19778.96,4432.82,848.65,819.52,Wallet,1,0,18,4.6,103
8/1/2023,CUST107339,Male,30,Canada,Organic,Website,Mobile,Basic,Monthly,13696.17,1443.58,12252.59,1714.95,557.41,668.4,Wallet,1,0,37,4.2,259
8/1/2023,CUST108874,Male,21,Canada,Referral,App,Tablet,Standard,Quarterly,12293.87,476.64,11817.23,3821.09,2314.13,509.37,Credit Card,1,0,49,3.2,96
8/2/2023,CUST100645,Female,21,India,Email,Website,Web,Premium,Monthly,874.11,1833.75,-959.64,4902.93,2583.48,894.04,Credit Card,1,0,38,4.4,10
8/2/2023,CUST106521,Male,26,Canada,Organic,App,Tablet,Standard,Quarterly,6597.89,269.67,6328.22,5947.3,3157.98,1125.84,Debit Card,1,0,30,4.2,204
8/2/2023,CUST106557,Male,54,USA,Referral,Partner,Web,Premium,Quarterly,4958.02,113.61,4844.41,5633.36,2587.23,839.01,Debit Card,1,0,23,2.8,20
8/2/2023,CUST102440,Female,42,USA,Organic,Sales Team,Tablet,Standard,Quarterly,4233.9,1607.83,2626.07,3311.04,1624.14,1702.36,UPI,1,1,29,4.9,262
8/2/2023,CUST102212,Female,36,Canada,Organic,Sales Team,Mobile,Standard,Monthly,5138.41,1755.36,3383.05,4387.89,401.59,958.09,Net Banking,0,0,25,4.6,99
8/2/2023,CUST107771,Female,30,India,Social Media,Website,Mobile,Basic,Monthly,14441.46,2112.06,12329.4,3260.42,1593.94,114.32,UPI,1,0,55,4.3,94
8/2/2023,CUST105317,Female,19,India,Organic,Website,Mobile,Basic,Monthly,11515.21,243.56,11271.65,1194.52,476.06,642.06,Credit Card,0,0,33,4.6,206
8/2/2023,CUST101352,Female,46,USA,Email,Sales Team,Tablet,Basic,Monthly,526.41,526.03,0.38,4529.86,1070.6,387.06,Wallet,0,0,41,2.6,250
8/2/2023,CUST107145,Male,42,UAE,Referral,Sales Team,Web,Standard,Monthly,5568.29,2810.4,2757.89,3271.34,349.2,1334.03,Wallet,0,0,5,3.7,263
8/2/2023,CUST106415,Male,47,Canada,Referral,Website,Mobile,Standard,Monthly,6137.26,88.97,6048.29,3841.33,3397.25,255.26,Debit Card,0,0,59,4.2,143
8/2/2023,CUST105767,Male,34,USA,Organic,Sales Team,Web,Basic,Quarterly,16957.52,2645.98,14311.54,5952.77,3906.44,571.13,Net Banking,1,0,42,4.4,173
8/2/2023,CUST104716,Male,26,UK,Social Media,Website,Tablet,Basic,Quarterly,9484.69,1082.13,8402.56,4357.36,3455.29,432.51,Debit Card,1,0,58,4.6,195
8/2/2023,CUST105848,Male,31,UK,Paid Ads,App,Web,Standard,Monthly,8727.55,1599.42,7128.13,4324.48,3511.46,472.27,Debit Card,1,0,52,3.9,121
8/3/2023,CUST106342,Male,30,Canada,Referral,Partner,Mobile,Premium,Monthly,11617.67,510.44,11107.23,1408.19,2508.07,962.4,Wallet,0,0,26,4.7,222
8/3/2023,CUST108987,Female,30,Canada,Email,Partner,Web,Basic,Monthly,12079.42,1603.29,10476.13,4836.75,2121.7,1150.39,Wallet,1,0,45,4.9,12
8/3/2023,CUST104873,Male,57,UAE,Paid Ads,Sales Team,Mobile,Basic,Monthly,8481.77,1346.11,7135.66,473.2,3373.02,115.84,Wallet,1,1,39,4.3,299
8/3/2023,CUST100905,Male,45,USA,Referral,Partner,Tablet,Premium,Yearly,8181.64,390.59,7791.05,5079.38,3159.93,906.08,Wallet,1,0,36,4.7,183
8/3/2023,CUST105551,Female,36,Canada,Paid Ads,App,Web,Basic,Monthly,16257.63,1920.87,14336.76,635.37,3079.62,1458.45,Wallet,1,0,4,4.3,223
8/3/2023,CUST105519,Male,33,USA,Organic,Partner,Mobile,Premium,Monthly,16428.08,1919.09,14508.99,1993.14,2589.6,1322.33,Wallet,1,0,53,4.6,64
8/3/2023,CUST103185,Female,47,USA,Organic,App,Tablet,Basic,Monthly,3904.78,925.67,2979.11,2746.4,109.13,1170.41,Net Banking,1,0,15,3.8,173
8/3/2023,CUST103186,Female,46,UAE,Social Media,App,Tablet,Standard,Monthly,8806.17,2493.75,6312.42,4744.38,1112.34,87.34,Net Banking,0,1,21,4.6,136
8/4/2023,CUST107852,Female,50,UK,Referral,Partner,Mobile,Basic,Monthly,17298.31,2359.25,14939.06,1416.05,2726.76,780.2,Debit Card,1,0,47,3,168
8/4/2023,CUST101176,Male,47,USA,Organic,Partner,Tablet,Standard,Monthly,6742.36,153.52,6588.84,991.94,1610.57,565.29,Net Banking,0,1,44,3.1,38
8/4/2023,CUST101211,Male,21,USA,Paid Ads,Website,Web,Basic,Yearly,10919.66,2047.18,8872.48,3278.37,3828.52,224.18,Net Banking,0,0,26,3.9,94
8/4/2023,CUST105351,Female,46,UAE,Email,Website,Web,Premium,Quarterly,17271.32,1465.73,15805.59,4753.08,1271.21,1705.66,Net Banking,1,1,4,4.1,220
8/4/2023,CUST102905,Female,28,USA,Paid Ads,Website,Tablet,Standard,Monthly,12154.06,1154.96,10999.1,5302.05,3986.17,851.28,Credit Card,1,0,2,2.7,59
8/4/2023,CUST100817,Male,53,UAE,Organic,App,Mobile,Basic,Monthly,18235.88,2277.89,15957.99,5618.35,2012.54,296.5,Net Banking,1,0,13,4.3,204
8/4/2023,CUST101066,Male,42,UAE,Email,Partner,Tablet,Basic,Monthly,18562.5,2364.37,16198.13,443.37,2883.01,108.57,Credit Card,1,0,56,3,115
8/4/2023,CUST109394,Male,34,USA,Organic,Sales Team,Tablet,Premium,Quarterly,12362.27,1683.03,10679.24,453.11,3276.6,1384.24,Debit Card,1,0,5,4.9,136
8/4/2023,CUST104982,Male,48,Canada,Paid Ads,App,Web,Premium,Quarterly,9553.95,2607.89,6946.06,5692.33,1529.17,1146.16,Wallet,1,0,50,4.9,66
8/4/2023,CUST107015,Female,40,USA,Referral,Partner,Web,Premium,Monthly,17949.16,2466.78,15482.38,5154.51,2575.93,1629.36,Credit Card,1,0,37,4.1,261
8/4/2023,CUST106391,Female,33,India,Paid Ads,App,Web,Standard,Quarterly,14211.25,928.3,13282.95,2564.15,1966.77,1357.26,Net Banking,1,0,8,3.1,231
8/4/2023,CUST104851,Male,27,India,Organic,Sales Team,Tablet,Basic,Monthly,2095.35,945.09,1150.26,5941.11,2088.74,70.86,Debit Card,1,0,40,2.7,222
8/4/2023,CUST105990,Male,58,India,Referral,Website,Mobile,Premium,Yearly,15206.12,313.13,14892.99,3658.47,854.13,1515.4,Wallet,0,1,52,4.3,204
8/5/2023,CUST108283,Female,31,USA,Paid Ads,Website,Web,Standard,Yearly,12414.67,475.99,11938.68,2602.42,2606.54,69.67,Credit Card,1,1,24,3.2,133
8/5/2023,CUST100068,Male,48,Canada,Referral,Partner,Mobile,Premium,Yearly,3931,292.88,3638.12,4510.68,2589.71,1980.52,Credit Card,1,0,10,3.6,254
8/5/2023,CUST101945,Female,19,USA,Referral,Partner,Web,Premium,Monthly,17469,664.59,16804.41,4972.26,1953.09,1258.6,Debit Card,1,0,28,4.3,82
8/5/2023,CUST100410,Female,53,UK,Paid Ads,Partner,Mobile,Standard,Yearly,8555.43,1978.81,6576.62,1639.36,1918.64,239.32,UPI,1,0,17,3.9,215
8/5/2023,CUST104854,Male,21,UAE,Paid Ads,Sales Team,Tablet,Standard,Monthly,19226.8,735.32,18491.48,4397.1,965.74,1336.16,UPI,1,0,26,4.6,64
8/5/2023,CUST108704,Male,45,UK,Social Media,Partner,Mobile,Premium,Monthly,11376.72,323.45,11053.27,1727.47,1960.29,909.51,Credit Card,0,1,41,3.3,68
8/5/2023,CUST106718,Male,51,UAE,Email,Website,Tablet,Basic,Quarterly,6171.83,1505.93,4665.9,5344.7,1746.99,1135.77,UPI,1,0,32,3.5,127
8/5/2023,CUST105739,Male,34,USA,Email,Sales Team,Tablet,Standard,Quarterly,16381.55,2613.29,13768.26,5569.52,1414.31,1542.27,Net Banking,1,0,16,2.6,224
8/5/2023,CUST104522,Male,41,UK,Paid Ads,Partner,Mobile,Premium,Quarterly,13545.32,2246.94,11298.38,2152.84,2140.32,1677.11,Wallet,1,0,9,4,198
8/5/2023,CUST109555,Male,22,UAE,Referral,App,Tablet,Standard,Monthly,575.46,810.65,-235.19,791.53,2448.87,320.45,Credit Card,1,0,39,3.3,97
8/5/2023,CUST101518,Male,32,India,Referral,Partner,Web,Basic,Yearly,742.85,1548.25,-805.4,2076.79,3629.69,1048.8,Net Banking,1,0,21,2.5,147
8/5/2023,CUST109742,Female,32,UAE,Referral,Sales Team,Tablet,Basic,Monthly,6344.02,986.53,5357.49,2323.39,1935.79,1226.61,UPI,1,0,1,4.9,67
8/5/2023,CUST100459,Female,56,India,Email,Website,Tablet,Basic,Yearly,17873.24,2482.2,15391.04,525.25,970.74,494.64,Debit Card,0,0,54,2.6,179
8/6/2023,CUST107548,Female,43,UK,Email,Partner,Mobile,Basic,Monthly,9259.13,1319.19,7939.94,4834.58,1625.38,1125.03,Net Banking,0,1,12,4.3,41
8/6/2023,CUST102778,Female,23,Canada,Referral,App,Mobile,Standard,Monthly,3070.05,1588.41,1481.64,3614.66,3900.48,273.47,Net Banking,0,0,24,3.2,211
8/6/2023,CUST109953,Male,33,UK,Social Media,Sales Team,Mobile,Premium,Yearly,7609.59,1518.55,6091.04,5393.96,1139.1,972.49,Debit Card,1,0,54,3.7,20
8/6/2023,CUST100351,Female,33,India,Paid Ads,Partner,Web,Standard,Yearly,12181.68,1119.86,11061.82,3929.08,3516.36,845.61,Wallet,0,0,39,3.6,218
8/6/2023,CUST100839,Male,50,UAE,Referral,Partner,Mobile,Premium,Monthly,7009.17,2988.02,4021.15,1430.23,1586.51,1752.96,Debit Card,1,0,22,3.7,211
8/6/2023,CUST101162,Male,44,Canada,Email,Website,Mobile,Standard,Monthly,4405.43,1995.9,2409.53,3138.19,486.15,1792.32,Net Banking,0,0,7,2.9,146
8/6/2023,CUST105939,Male,39,USA,Social Media,Partner,Tablet,Basic,Quarterly,2392.09,55.3,2336.79,1806.25,2123.35,1447.5,UPI,1,1,24,4.9,11
8/6/2023,CUST108841,Male,41,USA,Organic,Partner,Web,Basic,Monthly,17129.13,2974.27,14154.86,3815.25,2870.13,603.59,Wallet,0,0,22,3.1,154
8/6/2023,CUST109963,Male,49,UAE,Email,App,Tablet,Standard,Yearly,10675.56,1275.14,9400.42,4535.22,984.16,1521.58,UPI,1,0,3,3,119
8/6/2023,CUST103196,Male,34,UAE,Organic,Website,Tablet,Premium,Quarterly,6244.79,2995.88,3248.91,5343.77,3301.18,938.57,UPI,0,0,51,3.2,179
8/6/2023,CUST106723,Female,25,USA,Organic,App,Tablet,Standard,Monthly,13802.38,387.56,13414.82,335.89,2593.12,1365.9,Debit Card,1,0,22,2.6,157
8/7/2023,CUST106862,Male,30,UK,Email,Website,Tablet,Basic,Monthly,11006.31,752.66,10253.65,3373.79,3248.03,135.42,Credit Card,1,0,27,4.7,153
8/7/2023,CUST102347,Male,51,UAE,Paid Ads,App,Tablet,Basic,Monthly,2043.91,1645.56,398.35,2873.49,448.01,695.14,UPI,0,0,16,2.6,213
8/7/2023,CUST105468,Male,37,Canada,Organic,App,Tablet,Premium,Monthly,19985.82,1547.03,18438.79,1559.91,1544.57,1965.48,Debit Card,0,0,28,3.4,168
8/7/2023,CUST105630,Female,48,Canada,Referral,Website,Web,Basic,Quarterly,10738.59,2678.79,8059.8,5006.69,1076.96,828.62,UPI,0,0,52,4.4,144
8/7/2023,CUST105059,Female,27,UAE,Referral,Partner,Mobile,Premium,Monthly,9394.81,1865.62,7529.19,946.38,726,1728.42,Net Banking,0,0,45,3.4,229
8/7/2023,CUST103212,Male,34,India,Organic,App,Web,Basic,Monthly,12463.6,1015.89,11447.71,2045.09,3450.56,1977.45,Wallet,1,0,58,4.8,31
8/8/2023,CUST102262,Female,50,Canada,Email,Partner,Tablet,Standard,Monthly,13847.37,886.55,12960.82,1914.76,1586.13,1276.85,Net Banking,1,0,36,4.8,103
8/8/2023,CUST103528,Male,56,UAE,Social Media,Sales Team,Tablet,Basic,Quarterly,4232.39,1139.59,3092.8,3292.03,2457.97,1952.89,Net Banking,1,0,57,4.5,139
8/8/2023,CUST103816,Male,23,UAE,Referral,Partner,Web,Premium,Monthly,6565.68,353,6212.68,2186.09,2606.32,850.49,Net Banking,0,0,50,4.7,180
8/8/2023,CUST109170,Female,46,Canada,Social Media,Partner,Mobile,Standard,Quarterly,8886.41,421.51,8464.9,1082.37,2683.12,1554.51,UPI,1,0,41,3.5,240
8/8/2023,CUST106354,Male,56,UK,Paid Ads,Website,Tablet,Standard,Quarterly,13264.47,749.41,12515.06,4774.92,2888.48,745.02,UPI,0,0,25,4.6,147
8/8/2023,CUST100147,Male,36,Canada,Social Media,App,Web,Premium,Quarterly,4338.15,1309.59,3028.56,3466.56,1315.84,860.19,Debit Card,1,0,47,4.7,260
8/8/2023,CUST104602,Female,19,India,Paid Ads,Website,Web,Basic,Monthly,17576.93,1808.66,15768.27,4464.49,1422.43,1400.27,Credit Card,1,0,44,4.6,128
8/9/2023,CUST106833,Male,37,UAE,Email,Partner,Web,Basic,Yearly,11430.11,1395.95,10034.16,2098.53,3738.33,528.61,Wallet,1,0,14,4.9,214
8/9/2023,CUST108465,Male,30,Canada,Social Media,App,Web,Basic,Quarterly,11199.91,1689.99,9509.92,3976.58,1807.67,1055.05,Wallet,0,0,38,4.8,172
8/9/2023,CUST103498,Female,35,India,Email,Partner,Mobile,Basic,Monthly,13237.3,2488.51,10748.79,900.78,1428.28,596.76,Wallet,1,1,24,3.2,125
8/9/2023,CUST105510,Male,18,Canada,Referral,Sales Team,Tablet,Premium,Monthly,6441.54,2836.13,3605.41,4964.18,3459.82,1840.04,Net Banking,0,0,25,2.5,148
8/9/2023,CUST103034,Male,40,USA,Organic,Partner,Mobile,Standard,Monthly,12646.66,760.02,11886.64,5132.76,654.95,1983.07,Credit Card,1,0,59,2.7,103
8/9/2023,CUST104770,Male,22,USA,Paid Ads,Partner,Mobile,Standard,Yearly,14189.52,70.01,14119.51,5014.04,1535.2,1402.99,UPI,0,1,10,4.3,126
8/9/2023,CUST108919,Male,44,India,Paid Ads,Website,Mobile,Standard,Yearly,19308.87,2528.94,16779.93,5381,3902.43,261.02,UPI,1,0,43,4.4,284
8/9/2023,CUST105625,Male,20,UAE,Social Media,Sales Team,Web,Standard,Monthly,3125.89,1157.74,1968.15,4425.82,2871.47,1239.92,Wallet,1,0,15,4.4,158
8/9/2023,CUST109941,Male,46,USA,Organic,App,Mobile,Basic,Quarterly,3531.37,1032.86,2498.51,4606.43,108.26,141.93,Net Banking,1,0,13,2.8,267
8/9/2023,CUST104269,Female,30,UAE,Paid Ads,Partner,Mobile,Standard,Yearly,5362.03,1314.59,4047.44,4322.33,2409.92,714.64,Credit Card,0,0,14,3.5,95
8/9/2023,CUST108488,Male,18,Canada,Social Media,Sales Team,Mobile,Basic,Monthly,1747.61,620.11,1127.5,1821.67,3905.92,722.2,Credit Card,0,0,44,3.6,218
8/10/2023,CUST106453,Female,44,UAE,Social Media,Sales Team,Tablet,Basic,Monthly,2959.55,924.75,2034.8,1774.79,3625.59,239.27,Debit Card,1,0,29,3,196
8/10/2023,CUST104561,Female,35,USA,Social Media,Website,Mobile,Premium,Monthly,12297.99,1635.98,10662.01,5491.37,1160.47,834.03,Credit Card,1,0,44,2.9,44
8/10/2023,CUST102391,Female,23,UAE,Email,App,Web,Basic,Quarterly,19614.51,770.72,18843.79,686.37,2788.73,1219.32,Net Banking,0,0,31,2.6,267
8/10/2023,CUST109326,Male,32,India,Referral,App,Mobile,Basic,Monthly,3078.21,2165.59,912.62,5235.71,3886.08,1778.16,Wallet,1,0,31,4.3,57
8/10/2023,CUST106567,Female,50,UAE,Referral,Sales Team,Tablet,Basic,Monthly,1075.43,2769.32,-1693.89,1365.31,2092.78,1820.6,Debit Card,1,0,3,4.8,141
8/11/2023,CUST106765,Male,34,Canada,Organic,Sales Team,Tablet,Basic,Monthly,5533.05,2126.86,3406.19,5068.34,419.31,972.74,Debit Card,1,0,20,4.4,28
8/11/2023,CUST101382,Female,32,Canada,Paid Ads,Website,Mobile,Basic,Quarterly,10939.01,2794.41,8144.6,1188.64,3804.85,1469.33,Wallet,1,0,57,3.5,259
8/11/2023,CUST108206,Female,30,UAE,Referral,Partner,Web,Standard,Monthly,1285.78,1204.85,80.93,842.18,3813.44,1473.87,Wallet,0,1,7,2.8,274
8/11/2023,CUST107318,Male,29,India,Referral,Partner,Tablet,Standard,Monthly,672.84,1229.14,-556.3,897.09,2826.7,566.09,Net Banking,0,0,9,2.6,284
8/11/2023,CUST108174,Female,59,India,Organic,Sales Team,Mobile,Basic,Yearly,5373.47,1989.11,3384.36,2099.96,2050.74,172.81,Wallet,1,1,14,4.4,247
8/11/2023,CUST102526,Female,22,USA,Paid Ads,Sales Team,Web,Standard,Yearly,18783.19,761.8,18021.39,551.15,564.7,414.09,UPI,1,0,6,2.7,223
8/12/2023,CUST104259,Female,27,UK,Organic,App,Tablet,Basic,Quarterly,4479.32,2684.55,1794.77,4508.32,3937.76,1684.82,Net Banking,1,0,14,3.2,136
8/12/2023,CUST106812,Male,53,USA,Email,Partner,Mobile,Basic,Quarterly,3419.94,1190,2229.94,3910.3,3912.43,1115.43,UPI,1,0,56,2.6,134
8/12/2023,CUST104908,Male,35,UAE,Social Media,Sales Team,Web,Standard,Monthly,8001.01,2971.33,5029.68,2550.29,1465.14,774.07,Debit Card,1,1,50,5,133
8/12/2023,CUST105882,Female,25,USA,Referral,Partner,Web,Standard,Yearly,2261,836.12,1424.88,4632.61,1575.59,134.24,Wallet,0,0,9,4.3,195
8/12/2023,CUST103802,Male,33,UAE,Organic,App,Tablet,Standard,Monthly,8243.37,865.91,7377.46,953.05,1829,1515.93,Wallet,0,0,56,4.3,180
8/12/2023,CUST101204,Female,18,India,Organic,Sales Team,Web,Standard,Monthly,15129.18,1863.62,13265.56,4283.08,2038.48,82.51,Credit Card,0,0,38,4.8,32
8/12/2023,CUST109368,Female,27,USA,Social Media,Website,Web,Basic,Quarterly,879.93,2886.84,-2006.91,4240.06,1017.16,166.5,Wallet,1,1,42,4.1,30
8/12/2023,CUST100536,Female,24,Canada,Email,Partner,Web,Standard,Quarterly,6531.33,2861.44,3669.89,216.52,648.61,1759.74,UPI,1,0,13,3.4,57
8/12/2023,CUST104601,Female,58,UK,Email,Website,Web,Basic,Monthly,1293.25,2360.58,-1067.33,1539.06,2301.34,1020.05,UPI,1,0,55,3,32
8/13/2023,CUST105863,Male,18,UAE,Email,App,Mobile,Basic,Quarterly,14063.47,1907.4,12156.07,2273.53,3096.63,676.78,Credit Card,1,0,12,3,84
8/13/2023,CUST105987,Male,50,Canada,Paid Ads,App,Tablet,Premium,Monthly,14153.4,54.92,14098.48,5369.49,1532.88,63.46,UPI,1,0,57,3.8,184
8/13/2023,CUST101364,Male,20,UAE,Paid Ads,Sales Team,Mobile,Premium,Yearly,15196.88,43.71,15153.17,929.19,1211.21,996.13,Net Banking,1,0,55,3.7,125
8/13/2023,CUST106657,Male,50,UK,Email,App,Mobile,Standard,Monthly,5569.72,1492.84,4076.88,2563.64,3292.25,1764.37,Net Banking,1,1,32,3.8,197
8/13/2023,CUST102870,Female,44,India,Organic,Website,Mobile,Basic,Monthly,1122.3,137.44,984.86,684.11,2701.67,1488.5,Debit Card,1,0,18,3.4,60
8/13/2023,CUST100737,Male,56,UK,Referral,Partner,Web,Premium,Quarterly,2830.03,2810.22,19.81,4612.43,1042.37,720.68,Wallet,1,1,13,3.1,67
8/13/2023,CUST108282,Female,45,UK,Email,App,Tablet,Standard,Quarterly,11260.93,51.06,11209.87,3604.55,3655.3,1696.85,Net Banking,0,0,48,2.5,139
8/13/2023,CUST106906,Male,45,Canada,Referral,Website,Web,Premium,Yearly,15663.84,2283.95,13379.89,4757.34,3051.92,477.71,Wallet,1,1,15,4.7,131
8/13/2023,CUST104165,Female,22,Canada,Social Media,Website,Mobile,Standard,Quarterly,18675.46,117.16,18558.3,5083.72,493.92,213.68,Net Banking,0,0,39,3.6,191
8/13/2023,CUST107181,Female,31,Canada,Social Media,Website,Tablet,Basic,Yearly,3792.61,2313.79,1478.82,4573.75,1190.14,1429.57,Net Banking,1,0,17,3.7,135
8/14/2023,CUST104639,Female,59,India,Referral,Sales Team,Web,Basic,Monthly,2642.14,373.58,2268.56,1040.29,297.57,763.58,Debit Card,1,0,6,4.7,241
8/14/2023,CUST108095,Female,44,UK,Organic,Partner,Tablet,Standard,Quarterly,6151.74,1462.4,4689.34,4080.6,599.18,166.64,Net Banking,1,0,54,3.7,286
8/14/2023,CUST106817,Male,43,Canada,Organic,Sales Team,Mobile,Standard,Monthly,2347.14,885.91,1461.23,4501.95,694.12,1450.44,Net Banking,1,0,53,4.9,52
8/14/2023,CUST105527,Male,49,UAE,Paid Ads,Website,Mobile,Basic,Yearly,13156.76,2703.48,10453.28,4912.52,1259.83,1985.94,Net Banking,1,0,8,2.7,276
8/14/2023,CUST103774,Female,42,UAE,Email,App,Web,Basic,Yearly,1457.38,2297.24,-839.86,5247.49,357.54,157.73,Credit Card,1,0,19,2.7,31
8/14/2023,CUST107710,Male,57,UAE,Paid Ads,Partner,Mobile,Standard,Yearly,16521.6,819.7,15701.9,493.43,2121.36,1588.02,UPI,1,0,14,4,214
8/14/2023,CUST106556,Female,26,UAE,Organic,Partner,Web,Basic,Monthly,10682.76,2211.94,8470.82,2976.04,2237.72,1904.73,Net Banking,0,1,32,4.5,242
8/14/2023,CUST106274,Male,53,UAE,Referral,Website,Tablet,Premium,Monthly,1554.14,2331.24,-777.1,1144.34,3174.01,1759.23,Debit Card,0,0,59,4.3,219
8/14/2023,CUST105131,Female,55,UK,Referral,Website,Mobile,Premium,Monthly,7850.9,763.9,7087,3518.94,3231.41,845.22,UPI,0,0,59,4.3,175
8/14/2023,CUST101160,Female,51,Canada,Organic,Partner,Web,Basic,Quarterly,4950.11,270.24,4679.87,416.82,2132.76,1466.47,Credit Card,1,1,36,3.9,229
8/14/2023,CUST100230,Male,38,UK,Organic,Sales Team,Mobile,Standard,Quarterly,8115.3,413.29,7702.01,3904.31,3686,1117.34,Net Banking,1,1,59,3.3,97
8/14/2023,CUST101156,Female,40,UAE,Referral,Partner,Tablet,Standard,Monthly,9391.68,1764.63,7627.05,579.41,2236.86,714.98,Credit Card,1,0,32,2.9,180
8/14/2023,CUST106474,Female,27,USA,Email,App,Web,Basic,Yearly,9436.25,2990.74,6445.51,3340.06,1956.31,1569.96,Net Banking,0,0,56,4.6,106
